beat_index,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min,record_id,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min
1400,0.7889,0.7944,0.1,0.6984,0.7029,0.4156,100,,,,,,
1401,0.7944,0.825,0.1,0.6908,0.6908,0.4147,100,,,,,,
1402,0.825,0.8167,0.1,0.708,0.708,0.4126,100,,,,,,
1403,0.8167,0.8139,0.1,0.6923,0.6923,0.4216,100,,,,,,
1404,0.8139,0.8278,0.1,0.7047,0.7047,0.417,100,,,,,,
1405,0.8278,0.7722,0.1,0.6955,0.7097,0.4158,100,,,,,,
1406,0.7722,0.7722,0.1,0.6695,0.6695,0.4155,100,,,,,,
1407,0.7722,0.7944,0.1,0.6841,0.6841,0.4211,100,,,,,,
1408,0.7944,0.8056,0.1,0.6987,0.6987,0.4194,100,,,,,,
1409,0.8056,0.8444,0.1,0.7128,0.7128,0.4186,100,,,,,,
1410,0.8444,0.8444,0.1,0.6903,0.6985,0.419,100,,,,,,
1411,0.8444,0.8333,0.1,0.6862,0.6862,0.4187,100,,,,,,
1412,0.8333,0.7917,0.1,0.7083,0.7083,0.4168,100,,,,,,
1413,0.7917,0.7972,0.1,0.7117,0.7117,0.4172,100,,,,,,
1414,0.7972,0.7833,0.1,0.6767,0.6767,0.4192,100,,,,,,
1415,0.7833,0.8167,0.1,0.6855,0.6855,0.4199,100,,,,,,
1416,0.8167,0.8194,0.1,0.7023,0.7023,0.4181,100,,,,,,
1417,0.8194,0.8222,0.1,0.6915,0.6971,0.4176,100,,,,,,
1418,0.8222,0.8417,0.1,0.6819,0.6819,0.4199,100,,,,,,
1419,0.8417,0.8167,0.1,0.6859,0.6859,0.4201,100,,,,,,
1420,0.8167,0.7861,0.1,0.7044,0.7044,0.4171,100,,,,,,
1421,0.7861,0.7639,0.1,0.682,0.682,0.42,100,,,,,,
1422,0.7639,0.8,0.1,0.6656,0.6656,0.4108,100,,,,,,
1423,0.8,0.8139,0.1,0.7144,0.715,0.4169,100,,,,,,
1424,0.8139,0.8194,0.1,0.6942,0.6942,0.4167,100,,,,,,
1425,0.8194,0.8167,0.1,0.6776,0.6776,0.4156,100,,,,,,
1426,0.8167,0.8056,0.1,0.668,0.668,0.4132,100,,,,,,
1427,0.8056,0.8056,0.1,0.7079,0.7079,0.4193,100,,,,,,
1428,0.8056,0.7861,0.1,0.7027,0.7027,0.4186,100,,,,,,
1429,0.7861,0.7528,0.1,0.6756,0.6756,0.4186,100,,,,,,
1430,0.7528,0.8056,0.1,0.6649,0.6649,0.4161,100,,,,,,
1431,0.8056,0.8389,0.1,0.7191,0.7191,0.4203,100,,,,,,
1432,0.8389,0.8361,0.1,0.7017,0.7017,0.4189,100,,,,,,
1433,0.8361,0.8167,0.1,0.6714,0.6714,0.419,100,,,,,,
1434,0.8167,0.7889,0.1,0.6783,0.6783,0.4197,100,,,,,,
1435,0.7889,0.7889,0.1,0.7137,0.7137,0.4187,100,,,,,,
1436,0.7889,0.7861,0.1,0.6874,0.6874,0.4168,100,,,,,,
1437,0.7861,0.7889,0.1,0.6676,0.6676,0.4178,100,,,,,,
1438,0.7889,0.8222,0.1,0.6813,0.6813,0.4202,100,,,,,,
1439,0.8222,0.8333,0.1,0.7041,0.7041,0.4173,100,,,,,,
1440,0.8333,0.8444,0.1,0.6925,0.6925,0.4149,100,,,,,,
1441,0.8444,0.8056,0.1,0.6719,0.6719,0.418,100,,,,,,
1442,0.8056,0.7806,0.1,0.6814,0.6814,0.4189,100,,,,,,
1443,0.7806,0.7778,0.1,0.7385,0.7385,0.4194,100,,,,,,
1444,0.7778,0.7861,0.1,0.7075,0.7075,0.4168,100,,,,,,
1445,0.7861,0.8083,0.1,0.6875,0.6877,0.4187,100,,,,,,
1446,0.8083,0.85,0.1,0.6811,0.6811,0.4166,100,,,,,,
1447,0.85,0.8444,0.1,0.7494,0.7494,0.4164,100,,,,,,
1448,0.8444,0.8139,0.1,0.6998,0.7051,0.4035,100,,,,,,
1449,0.8139,0.8139,0.1,0.6987,0.6987,0.4152,100,,,,,,
1450,0.8139,0.8056,0.1,0.6791,0.6791,0.415,100,,,,,,
1451,0.8056,0.7694,0.1,0.7017,0.7017,0.4208,100,,,,,,
1452,0.7694,0.7778,0.1,0.6873,0.6873,0.4054,100,,,,,,
1453,0.7778,0.8111,0.1,0.6752,0.6752,0.4201,100,,,,,,
1454,0.8111,0.85,0.1,0.6881,0.6881,0.4114,100,,,,,,
1455,0.85,0.8222,0.1,0.7111,0.7118,0.4188,100,,,,,,
1456,0.8222,0.7972,0.1,0.6979,0.6979,0.4149,100,,,,,,
1457,0.7972,0.7583,0.1,0.7062,0.7081,0.4176,100,,,,,,
1458,0.7583,0.8083,0.1,0.6823,0.6823,0.4196,100,,,,,,
1459,0.8083,0.7806,0.1,0.7097,0.7097,0.4175,100,,,,,,
1460,0.7806,0.7778,0.1,0.748,0.748,0.4151,100,,,,,,
1461,0.7778,0.8167,0.1,0.6717,0.6717,0.4158,100,,,,,,
1462,0.8167,0.8417,0.1,0.6841,0.6873,0.4158,100,,,,,,
1463,0.8417,0.8139,0.1,0.7116,0.7116,0.4071,100,,,,,,
1464,0.8139,0.7861,0.1,0.701,0.701,0.4155,100,,,,,,
1465,0.7861,0.7722,0.1,0.6737,0.6745,0.4214,100,,,,,,
1466,0.7722,0.7694,0.1,0.6916,0.6925,0.4102,100,,,,,,
1467,0.7694,0.8167,0.1,0.7063,0.7126,0.4103,100,,,,,,
1468,0.8167,0.8028,0.1,0.7191,0.7191,0.4137,100,,,,,,
1469,0.8028,0.8028,0.1,0.6953,0.6953,0.4161,100,,,,,,
1470,0.8028,0.8278,0.1,0.7161,0.7216,0.4183,100,,,,,,
1471,0.8278,0.8111,0.1,0.7105,0.7126,0.4135,100,,,,,,
1472,0.8111,0.7694,0.1,0.6934,0.6934,0.4093,100,,,,,,
1473,0.7694,0.7778,0.1,0.6685,0.6694,0.4156,100,,,,,,
1474,0.7778,0.7806,0.1,0.7009,0.7009,0.4187,100,,,,,,
1475,0.7806,0.8056,0.1,0.7006,0.7006,0.4174,100,,,,,,
1476,0.8056,0.8333,0.1,0.6886,0.6886,0.4074,100,,,,,,
1477,0.8333,0.8361,0.1,0.6778,0.6778,0.4191,100,,,,,,
1478,0.8361,0.8111,0.1,0.6967,0.6967,0.4212,100,,,,,,
1479,0.8111,0.6333,0.1,0.7116,0.7134,0.4152,100,,,,,,
1480,0.6333,0.9056,0.1,0.696,0.696,0.417,100,,,,,,
1481,0.9056,0.7861,0.1,0.6774,0.6774,0.4215,100,,,,,,
1482,0.7861,0.5972,0.1,0.6927,0.6927,0.419,100,,,,,,
1483,0.5972,0.9611,0.1,0.707,0.707,0.4131,100,,,,,,
1484,0.9611,0.8278,0.1,0.6866,0.6866,0.4219,100,,,,,,
1485,0.8278,0.8472,0.1,0.6713,0.6713,0.4171,100,,,,,,
1486,0.8472,0.825,0.1,0.6784,0.6802,0.4115,100,,,,,,
1487,0.825,0.7639,0.1,0.7038,0.7038,0.4183,100,,,,,,
1488,0.7639,0.7694,0.1,0.6745,0.6745,0.4178,100,,,,,,
1489,0.7694,0.7694,0.1,0.6699,0.6699,0.423,100,,,,,,
1490,0.7694,0.8194,0.1,0.6779,0.6779,0.4175,100,,,,,,
1491,0.8194,0.8417,0.1,0.7326,0.7326,0.4201,100,,,,,,
1492,0.8417,0.825,0.1,0.7155,0.717,0.4162,100,,,,,,
1493,0.825,0.8056,0.1,0.6636,0.6636,0.4157,100,,,,,,
1494,0.8056,0.8389,0.1,0.6773,0.6773,0.418,100,,,,,,
1495,0.8389,0.7806,0.1,0.7075,0.7075,0.4191,100,,,,,,
1496,0.7806,0.7694,0.1,0.6891,0.6891,0.4175,100,,,,,,
1497,0.7694,0.7972,0.1,0.668,0.668,0.4184,100,,,,,,
1498,0.7972,0.8278,0.1,0.6757,0.6757,0.4209,100,,,,,,
1499,0.8278,0.8444,0.1,0.707,0.707,0.4205,100,,,,,,
1500,0.8444,0.8389,0.1,0.6932,0.6953,0.4167,100,,,,,,
1501,0.8389,0.7889,0.1,0.6681,0.6681,0.4208,100,,,,,,
1502,0.7889,0.7917,0.1,0.6706,0.6706,0.4206,100,,,,,,
1503,0.7917,0.8167,0.1,0.7049,0.7049,0.4198,100,,,,,,
1504,0.8167,0.7889,0.1,0.6869,0.6869,0.4172,100,,,,,,
1505,0.7889,0.7833,0.1,0.7079,0.7079,0.4189,100,,,,,,
1506,0.7833,0.8583,0.1,0.6714,0.6714,0.42,100,,,,,,
1507,0.8583,0.8278,0.1,0.6951,0.6951,0.4197,100,,,,,,
1508,0.8278,0.8472,0.1,0.6867,0.6867,0.4149,100,,,,,,
1509,0.8472,0.7889,0.1,0.6752,0.6752,0.4148,100,,,,,,
1510,0.7889,0.7778,0.1,0.6647,0.6647,0.4201,100,,,,,,
1511,0.7778,0.7806,0.1,0.7233,0.7279,0.4173,100,,,,,,
1512,0.7806,0.8333,0.1,0.6941,0.6943,0.4162,100,,,,,,
1513,0.8333,0.8194,0.1,0.677,0.677,0.4176,100,,,,,,
1514,0.8194,0.8306,0.1,0.6745,0.6745,0.4205,100,,,,,,
1515,0.8306,0.8333,0.1,0.7333,0.7333,0.4184,100,,,,,,
1516,0.8333,0.8056,0.1,0.6981,0.6981,0.4153,100,,,,,,
1517,0.8056,0.7861,0.1,0.6722,0.6722,0.4169,100,,,,,,
1518,0.7861,0.7833,0.1,0.6781,0.6781,0.4188,100,,,,,,
1519,0.7833,0.7889,0.1,0.6815,0.6815,0.4163,100,,,,,,
1520,0.7889,0.5361,0.1,0.7056,0.7056,0.4156,100,,,,,,
1521,0.5361,1.0278,0.1,0.6902,0.6902,0.4182,100,,,,,,
1522,1.0278,0.8389,0.1,0.6865,0.6865,0.4177,100,,,,,,
1523,0.8389,0.825,0.1,0.6891,0.6891,0.4174,100,,,,,,
1524,0.825,0.7944,0.1,0.7077,0.7077,0.4161,100,,,,,,
1525,0.7944,0.7611,0.1,0.7292,0.7292,0.4153,100,,,,,,
1526,0.7611,0.8,0.1,0.6754,0.6754,0.4191,100,,,,,,
1527,0.8,0.8139,0.1,0.6955,0.6955,0.4184,100,,,,,,
1528,0.8139,0.55,0.1,0.6974,0.6974,0.4155,100,,,,,,
1529,0.55,1.0083,0.1,0.6944,0.6944,0.4188,100,,,,,,
1530,1.0083,0.8528,0.1,0.6878,0.6906,0.4168,100,,,,,,
1531,0.8528,0.8306,0.1,0.6878,0.6888,0.4152,100,,,,,,
1532,0.8306,0.7833,0.1,0.7151,0.7151,0.4158,100,,,,,,
1533,0.7833,0.7833,0.1,0.6909,0.6909,0.4086,100,,,,,,
1534,0.7833,0.7861,0.1,0.6654,0.6654,0.4172,100,,,,,,
1535,0.7861,0.8417,0.1,0.7471,0.7471,0.4189,100,,,,,,
1536,0.8417,0.8389,0.1,0.7081,0.7081,0.4166,100,,,,,,
1537,0.8389,0.8194,0.1,0.7283,0.7283,0.4155,100,,,,,,
1538,0.8194,0.8139,0.1,0.6749,0.6749,0.4172,100,,,,,,
1539,0.8139,0.8222,0.1,0.686,0.686,0.4174,100,,,,,,
1540,0.8222,0.7944,0.1,0.6989,0.6989,0.4171,100,,,,,,
1541,0.7944,0.7833,0.1,0.7045,0.7045,0.4012,100,,,,,,
1542,0.7833,0.8056,0.1,0.6683,0.672,0.4103,100,,,,,,
1543,0.8056,0.8611,0.1,0.7366,0.7445,0.4194,100,,,,,,
1544,0.8611,0.8667,0.1,0.7132,0.7132,0.4165,100,,,,,,
1545,0.8667,0.8222,0.1,0.6961,0.6961,0.4148,100,,,,,,
1546,0.8222,0.8,0.1,0.6691,0.6696,0.4164,100,,,,,,
1547,0.8,0.8222,0.1,0.6791,0.6791,0.4155,100,,,,,,
1548,0.8222,0.8194,0.1,0.7173,0.7173,0.4192,100,,,,,,
1549,0.8194,0.825,0.1,0.6896,0.6896,0.4175,100,,,,,,
1550,0.825,0.6028,0.1,0.6666,0.6666,0.4177,100,,,,,,
1551,0.6028,1.025,0.1,0.6733,0.6733,0.4156,100,,,,,,
1552,1.025,0.8667,0.1,0.7024,0.7035,0.4193,100,,,,,,
1553,0.8667,0.8389,0.1,0.6883,0.6883,0.4143,100,,,,,,
1554,0.8389,0.7833,0.1,0.6695,0.6695,0.4168,100,,,,,,
1555,0.7833,0.7972,0.1,0.6772,0.6772,0.4228,100,,,,,,
1556,0.7972,0.8278,0.1,0.7058,0.7064,0.4192,100,,,,,,
1557,0.8278,0.6444,0.1,0.6919,0.6919,0.414,100,,,,,,
1558,0.6444,0.9861,0.1,0.6915,0.6915,0.4134,100,,,,,,
1559,0.9861,0.8389,0.1,0.677,0.6791,0.4163,100,,,,,,
1560,0.8389,0.8222,0.1,0.6986,0.7007,0.4093,100,,,,,,
1561,0.8222,0.8056,0.1,0.7025,0.7025,0.4145,100,,,,,,
1562,0.8056,0.7722,0.1,0.6839,0.6839,0.4156,100,,,,,,
1563,0.7722,0.7806,0.1,0.6664,0.6664,0.4183,100,,,,,,
1564,0.7806,0.8139,0.1,0.7377,0.7377,0.4172,100,,,,,,
1565,0.8139,0.8444,0.1,0.7076,0.7076,0.4071,100,,,,,,
1566,0.8444,0.8278,0.1,0.7286,0.7286,0.4124,100,,,,,,
1567,0.8278,0.8139,0.1,0.7013,0.7024,0.4179,100,,,,,,
1568,0.8139,0.7917,0.1,0.6895,0.6895,0.4162,100,,,,,,
1569,0.7917,0.7889,0.1,0.7148,0.7148,0.4175,100,,,,,,
1570,0.7889,0.7889,0.1,0.6979,0.6979,0.413,100,,,,,,
1571,0.7889,0.7944,0.1,0.6771,0.6771,0.4203,100,,,,,,
1572,0.7944,0.8417,0.1,0.7229,0.7299,0.4192,100,,,,,,
1573,0.8417,0.8444,0.1,0.7697,0.7697,0.4147,100,,,,,,
1574,0.8444,0.8528,0.1,0.6981,0.6981,0.4133,100,,,,,,
1575,0.8528,0.8056,0.1,0.6848,0.6848,0.4088,100,,,,,,
1576,0.8056,0.7972,0.1,0.6869,0.6869,0.42,100,,,,,,
1577,0.7972,0.7833,0.1,0.7136,0.7136,0.4178,100,,,,,,
1578,0.7833,0.8,0.1,0.7002,0.7002,0.4128,100,,,,,,
1579,0.8,0.8278,0.1,0.7056,0.7056,0.4138,100,,,,,,
1580,0.8278,0.8556,0.1,0.6904,0.6904,0.4218,100,,,,,,
1581,0.8556,0.8444,0.1,0.7189,0.7189,0.4147,100,,,,,,
1582,0.8444,0.8222,0.1,0.7032,0.7032,0.4126,100,,,,,,
1583,0.8222,0.8028,0.1,0.6887,0.6887,0.4169,100,,,,,,
1584,0.8028,0.8,0.1,0.6852,0.6852,0.4191,100,,,,,,
1585,0.8,0.7806,0.1,0.7065,0.7065,0.4164,100,,,,,,
1586,0.7806,0.8083,0.1,0.7068,0.7068,0.4088,100,,,,,,
1587,0.8083,0.8194,0.1,0.7401,0.7401,0.4113,100,,,,,,
1588,0.8194,0.8528,0.1,0.6896,0.6896,0.4169,100,,,,,,
1589,0.8528,0.8389,0.1,0.7041,0.7041,0.4139,100,,,,,,
1590,0.8389,0.8056,0.1,0.7153,0.7153,0.4131,100,,,,,,
1591,0.8056,0.575,0.1,0.6946,0.6946,0.4136,100,,,,,,
1592,0.575,0.9611,0.1,0.684,0.684,0.4184,100,,,,,,
1593,0.9611,0.8222,0.1,0.7093,0.7093,0.4196,100,,,,,,
1594,0.8222,0.8194,0.1,0.7094,0.7094,0.4151,100,,,,,,
1595,0.8194,0.8333,0.1,0.697,0.697,0.419,100,,,,,,
1596,0.8333,0.8361,0.1,0.6922,0.6922,0.417,100,,,,,,
1597,0.8361,0.8278,0.1,0.7489,0.7489,0.4143,100,,,,,,
1598,0.8278,0.7889,0.1,0.7151,0.7151,0.4146,100,,,,,,
1599,0.7889,0.7611,0.1,0.6902,0.6902,0.4122,100,,,,,,
1600,0.7611,0.8,0.1,0.686,0.686,0.4152,100,,,,,,
1601,0.8,0.8361,0.1,0.7213,0.7213,0.4142,100,,,,,,
1602,0.8361,0.8417,0.1,0.7174,0.7274,0.4112,100,,,,,,
1603,0.8417,0.6417,0.1,0.6991,0.6991,0.4131,100,,,,,,
1604,0.6417,0.9889,0.1,0.6934,0.6934,0.4135,100,,,,,,
1605,0.9889,0.8111,0.1,0.7246,0.7246,0.4161,100,,,,,,
1606,0.8111,0.7972,0.1,0.7079,0.7079,0.4111,100,,,,,,
1607,0.7972,0.7694,0.1,0.6944,0.6944,0.4148,100,,,,,,
1608,0.7694,0.7889,0.1,0.6859,0.6859,0.4175,100,,,,,,
1609,0.7889,0.8389,0.1,0.7095,0.7095,0.4141,100,,,,,,
1610,0.8389,0.8583,0.1,0.7187,0.7187,0.4068,100,,,,,,
1611,0.8583,0.8222,0.1,0.6927,0.6927,0.4129,100,,,,,,
1612,0.8222,0.7972,0.1,0.7132,0.7132,0.4181,100,,,,,,
1613,0.7972,0.8056,0.1,0.6917,0.6917,0.4013,100,,,,,,
1614,0.8056,0.7917,0.1,0.7064,0.7079,0.4124,100,,,,,,
1615,0.7917,0.8,0.1,0.6915,0.6915,0.4092,100,,,,,,
1616,0.8,0.8139,0.1,0.677,0.677,0.4183,100,,,,,,
1617,0.8139,0.8333,0.1,0.6844,0.6844,0.4167,100,,,,,,
1618,0.8333,0.8528,0.1,0.7319,0.7361,0.4186,100,,,,,,
1619,0.8528,0.8278,0.1,0.7069,0.7069,0.4125,100,,,,,,
1620,0.8278,0.7722,0.1,0.6731,0.6731,0.411,100,,,,,,
1621,0.7722,0.7889,0.1,0.7232,0.7273,0.4194,100,,,,,,
1622,0.7889,0.7889,0.1,0.7103,0.7103,0.4118,100,,,,,,
1623,0.7889,0.7889,0.1,0.7173,0.7173,0.4167,100,,,,,,
1624,0.7889,0.8667,0.1,0.6664,0.6664,0.4196,100,,,,,,
1625,0.8667,0.8417,0.1,0.6874,0.6874,0.4192,100,,,,,,
1626,0.8417,0.8222,0.1,0.7402,0.7402,0.4165,100,,,,,,
1627,0.8222,0.825,0.1,0.6975,0.6975,0.4128,100,,,,,,
1628,0.825,0.7806,0.1,0.6855,0.6855,0.4171,100,,,,,,
1629,0.7806,0.7833,0.1,0.6633,0.6643,0.4223,100,,,,,,
1630,0.7833,0.7889,0.1,0.6957,0.6957,0.4104,100,,,,,,
1631,0.7889,0.8333,0.1,0.7094,0.712,0.4155,100,,,,,,
1632,0.8333,0.8417,0.1,0.69,0.69,0.417,100,,,,,,
1633,0.8417,0.8417,0.1,0.6754,0.6754,0.4172,100,,,,,,
1634,0.8417,0.8278,0.1,0.6794,0.6797,0.4165,100,,,,,,
1635,0.8278,0.7806,0.1,0.7055,0.7055,0.4161,100,,,,,,
1636,0.7806,0.8028,0.1,0.6921,0.6921,0.4117,100,,,,,,
1637,0.8028,0.7944,0.1,0.6758,0.6758,0.4207,100,,,,,,
1638,0.7944,0.8194,0.1,0.6783,0.6783,0.4144,100,,,,,,
1639,0.8194,0.8417,0.1,0.7079,0.7079,0.4183,100,,,,,,
1640,0.8417,0.8417,0.1,0.6946,0.6946,0.4137,100,,,,,,
1641,0.8417,0.8278,0.1,0.6789,0.6794,0.4165,100,,,,,,
1642,0.8278,0.825,0.1,0.6834,0.6834,0.4182,100,,,,,,
1643,0.825,0.7833,0.1,0.7186,0.7205,0.4187,100,,,,,,
1644,0.7833,0.8,0.1,0.6947,0.6947,0.4157,100,,,,,,
1645,0.8,0.8333,0.1,0.6708,0.6708,0.4153,100,,,,,,
1646,0.8333,0.8528,0.1,0.7141,0.7141,0.4163,100,,,,,,
1647,0.8528,0.8389,0.1,0.7133,0.7133,0.4104,100,,,,,,
1648,0.8389,0.8472,0.1,0.6963,0.6963,0.4113,100,,,,,,
1649,0.8472,0.7861,0.1,0.686,0.686,0.412,100,,,,,,
1650,0.7861,0.8111,0.1,0.6767,0.6767,0.4163,100,,,,,,
1651,0.8111,0.7917,0.1,0.7079,0.7079,0.4171,100,,,,,,
1652,0.7917,0.7917,0.1,0.6962,0.6962,0.4151,100,,,,,,
1653,0.7917,0.8278,0.1,0.6769,0.6769,0.418,100,,,,,,
1654,0.8278,0.8722,0.1,0.6916,0.6916,0.4173,100,,,,,,
1655,0.8722,0.825,0.1,0.713,0.713,0.41,100,,,,,,
1656,0.825,0.8167,0.1,0.7079,0.7079,0.4134,100,,,,,,
1657,0.8167,0.7833,0.1,0.6727,0.6727,0.4072,100,,,,,,
1658,0.7833,0.8,0.1,0.6763,0.6763,0.4187,100,,,,,,
1659,0.8,0.8056,0.1,0.7103,0.7103,0.4093,100,,,,,,
1660,0.8056,0.8056,0.1,0.6927,0.6927,0.4144,100,,,,,,
1661,0.8056,0.8194,0.1,0.7172,0.7244,0.4211,100,,,,,,
1662,0.8194,0.8611,0.1,0.6943,0.6954,0.4185,100,,,,,,
1663,0.8611,0.8444,0.1,0.7229,0.727,0.4182,100,,,,,,
1664,0.8444,0.7917,0.1,0.694,0.694,0.4131,100,,,,,,
1665,0.7917,0.7806,0.1,0.6765,0.6765,0.4159,100,,,,,,
1666,0.7806,0.8,0.1,0.6843,0.6843,0.418,100,,,,,,
1667,0.8,0.8194,0.1,0.7361,0.7407,0.4186,100,,,,,,
1668,0.8194,0.8528,0.1,0.695,0.695,0.4117,100,,,,,,
1669,0.8528,0.825,0.1,0.6809,0.6809,0.4165,100,,,,,,
1670,0.825,0.8167,0.1,0.6922,0.696,0.4177,100,,,,,,
1671,0.8167,0.825,0.1,0.7183,0.7183,0.4137,100,,,,,,
1672,0.825,0.7917,0.1,0.7009,0.7009,0.4115,100,,,,,,
1673,0.7917,0.7694,0.1,0.6786,0.6786,0.4135,100,,,,,,
1674,0.7694,0.7861,0.1,0.6768,0.6768,0.4145,100,,,,,,
1675,0.7861,0.8111,0.1,0.7133,0.7133,0.4145,100,,,,,,
1676,0.8111,0.8361,0.1,0.7041,0.7041,0.4069,100,,,,,,
1677,0.8361,0.8278,0.1,0.695,0.695,0.4135,100,,,,,,
1678,0.8278,0.7972,0.1,0.685,0.685,0.4173,100,,,,,,
1679,0.7972,0.7667,0.1,0.7009,0.7009,0.4182,100,,,,,,
1680,0.7667,0.7917,0.1,0.7134,0.7134,0.4124,100,,,,,,
1681,0.7917,0.7722,0.1,0.6974,0.6974,0.4166,100,,,,,,
1682,0.7722,0.7861,0.1,0.6774,0.6774,0.4175,100,,,,,,
1683,0.7861,0.8361,0.1,0.6941,0.6941,0.4165,100,,,,,,
1684,0.8361,0.8333,0.1,0.7537,0.7537,0.414,100,,,,,,
1685,0.8333,0.8278,0.1,0.7049,0.7049,0.4119,100,,,,,,
1686,0.8278,0.7944,0.1,0.6804,0.6804,0.4162,100,,,,,,
1687,0.7944,0.7667,0.1,0.6841,0.6841,0.4182,100,,,,,,
1688,0.7667,0.75,0.1,0.6877,0.6877,0.4184,100,,,,,,
1689,0.75,0.775,0.1,0.6618,0.6618,0.4121,100,,,,,,
1690,0.775,0.7889,0.1,0.6713,0.6713,0.4184,100,,,,,,
1691,0.7889,0.8222,0.1,0.7311,0.7311,0.4145,100,,,,,,
1692,0.8222,0.8056,0.1,0.7245,0.7295,0.415,100,,,,,,
1693,0.8056,0.7972,0.1,0.7111,0.7164,0.4105,100,,,,,,
1694,0.7972,0.775,0.1,0.6774,0.6774,0.4179,100,,,,,,
1695,0.775,0.7972,0.1,0.6901,0.6901,0.417,100,,,,,,
1696,0.7972,0.775,0.1,0.7109,0.7109,0.4156,100,,,,,,
1697,0.775,0.8028,0.1,0.7489,0.7489,0.4131,100,,,,,,
1698,0.8028,0.8278,0.1,0.6766,0.6766,0.4169,100,,,,,,
1699,0.8278,0.8722,0.1,0.6959,0.6959,0.4166,100,,,,,,
1700,0.8722,0.8417,0.1,0.7113,0.7113,0.4154,100,,,,,,
1701,0.8417,0.8,0.1,0.6998,0.7031,0.4149,100,,,,,,
1702,0.8,0.7917,0.1,0.6739,0.6739,0.4184,100,,,,,,
1703,0.7917,0.8167,0.1,0.6823,0.6823,0.4214,100,,,,,,
1704,0.8167,0.8222,0.1,0.7119,0.7176,0.4098,100,,,,,,
1705,0.8222,0.8306,0.1,0.6879,0.6879,0.4144,100,,,,,,
1706,0.8306,0.8389,0.1,0.6987,0.7029,0.4196,100,,,,,,
1707,0.8389,0.875,0.1,0.6907,0.6907,0.4212,100,,,,,,
1708,0.875,0.8222,0.1,0.702,0.7024,0.4096,100,,,,,,
1709,0.8222,0.7861,0.1,0.6893,0.6893,0.4149,100,,,,,,
1710,0.7861,0.7861,0.1,0.6657,0.6657,0.4176,100,,,,,,
1711,0.7861,0.8083,0.1,0.6797,0.6797,0.4194,100,,,,,,
1712,0.8083,0.8389,0.1,0.7215,0.7241,0.4153,100,,,,,,
1713,0.8389,0.8417,0.1,0.7032,0.7051,0.4103,100,,,,,,
1714,0.8417,0.8389,0.1,0.6889,0.6889,0.4108,100,,,,,,
1715,0.8389,0.8306,0.1,0.716,0.716,0.4184,100,,,,,,
1716,0.8306,0.8139,0.1,0.7229,0.7229,0.411,100,,,,,,
1717,0.8139,0.7861,0.1,0.6835,0.6835,0.4155,100,,,,,,
1718,0.7861,0.7778,0.1,0.6673,0.6673,0.4192,100,,,,,,
1719,0.7778,0.8194,0.1,0.679,0.679,0.4212,100,,,,,,
1720,0.8194,0.8333,0.1,0.7083,0.7083,0.4147,100,,,,,,
1721,0.8333,0.8472,0.1,0.7003,0.7003,0.4114,100,,,,,,
1722,0.8472,0.8222,0.1,0.6722,0.6722,0.4199,100,,,,,,
1723,0.8222,0.8167,0.1,0.6858,0.6858,0.4149,100,,,,,,
1724,0.8167,0.7861,0.1,0.7158,0.7158,0.4136,100,,,,,,
1725,0.7861,0.8083,0.1,0.685,0.685,0.4109,100,,,,,,
1726,0.8083,0.7917,0.1,0.6719,0.6719,0.4172,100,,,,,,
1727,0.7917,0.8111,0.1,0.6785,0.6785,0.4134,100,,,,,,
1728,0.8111,0.8278,0.1,0.7137,0.7137,0.4143,100,,,,,,
1729,0.8278,0.8222,0.1,0.6949,0.7097,0.4108,100,,,,,,
1730,0.8222,0.7917,0.1,0.6805,0.6805,0.4155,100,,,,,,
1731,0.7917,0.775,0.1,0.6788,0.6788,0.4079,100,,,,,,
1732,0.775,0.7639,0.1,0.7135,0.7135,0.4213,100,,,,,,
1733,0.7639,0.7694,0.1,0.7033,0.7033,0.4125,100,,,,,,
1734,0.7694,0.8278,0.1,0.6983,0.6983,0.4163,100,,,,,,
1735,0.8278,0.5917,0.1,0.6768,0.6782,0.4096,100,,,,,,
1736,0.5917,1.0056,0.1,0.6829,0.6852,0.4202,100,,,,,,
1737,1.0056,0.8389,0.1,0.7279,0.7279,0.419,100,,,,,,
1738,0.8389,0.8,0.1,0.7062,0.7071,0.4129,100,,,,,,
1739,0.8,0.7806,0.1,0.6826,0.6826,0.4183,100,,,,,,
1740,0.7806,0.7917,0.1,0.6857,0.6857,0.4171,100,,,,,,
1741,0.7917,0.7972,0.1,0.715,0.715,0.4213,100,,,,,,
1742,0.7972,0.8194,0.1,0.704,0.704,0.4118,100,,,,,,
1743,0.8194,0.8389,0.1,0.6965,0.6965,0.4175,100,,,,,,
1744,0.8389,0.8417,0.1,0.6837,0.6837,0.4165,100,,,,,,
1745,0.8417,0.7889,0.1,0.7111,0.7122,0.409,100,,,,,,
1746,0.7889,0.7944,0.1,0.7089,0.7146,0.4145,100,,,,,,
1747,0.7944,0.7806,0.1,0.7015,0.7015,0.4145,100,,,,,,
1748,0.7806,0.7806,0.1,0.7014,0.7014,0.4085,100,,,,,,
1749,0.7806,0.8278,0.1,0.6917,0.6917,0.4194,100,,,,,,
1750,0.8278,0.8278,0.1,0.7529,0.7593,0.4132,100,,,,,,
