beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),QRS_duration(s),R_amp,QRS_max,QRS_min
2037,0.7556,0.7444,79.4118,0.1,0.63,0.63,-0.73
2038,0.7444,0.7556,80.597,0.1,0.625,0.625,-0.765
2039,0.7556,0.775,79.4118,0.1,0.66,0.66,-0.75
2040,0.775,0.7694,77.4194,0.1,0.65,0.7,-0.735
2041,0.7694,0.7778,77.9783,0.1,0.795,0.795,-0.705
2042,0.7778,0.7333,77.1429,0.1,0.8,0.8,-0.655
2043,0.7333,0.6944,81.8182,0.1,0.81,0.815,-0.63
2044,0.6944,0.6833,86.4,0.1,0.835,0.835,-0.595
2045,0.6833,0.7194,87.8049,0.1,0.9,0.9,-0.535
2046,0.7194,0.7472,83.3977,0.1,0.935,0.935,-0.52
2047,0.7472,0.7583,80.2974,0.1,0.94,0.96,-0.565
2048,0.7583,0.7528,79.1209,0.1,0.945,0.945,-0.51
2049,0.7528,0.75,79.7048,0.1,0.925,0.925,-0.565
2050,0.75,0.7333,80.0,0.1,1.14,1.14,-0.535
2051,0.7333,0.7389,81.8182,0.1,0.835,0.835,-0.615
2052,0.7389,0.7278,81.203,0.1,1.0,1.0,-0.58
2053,0.7278,0.7556,82.4427,0.1,0.86,0.895,-0.565
2054,0.7556,0.7694,79.4118,0.1,0.885,0.9,-0.62
2055,0.7694,0.8139,77.9783,0.1,0.855,0.855,-0.57
2056,0.8139,0.8139,73.7201,0.1,0.83,0.83,-0.6
2057,0.8139,0.7667,73.7201,0.1,0.795,0.84,-0.65
2058,0.7667,0.7556,78.2609,0.1,0.865,0.865,-0.57
2059,0.7556,0.7639,79.4118,0.1,0.89,0.89,-0.59
2060,0.7639,0.7778,78.5455,0.1,0.81,0.845,-0.615
2061,0.7778,0.7611,77.1429,0.1,0.79,0.82,-0.615
2062,0.7611,0.8028,78.8321,0.1,0.99,1.005,-0.605
2063,0.8028,0.8139,74.7405,0.1,0.745,0.805,-0.695
2064,0.8139,0.8028,73.7201,0.1,0.945,0.99,-0.63
2065,0.8028,0.7861,74.7405,0.1,0.92,0.92,-0.63
2066,0.7861,0.7833,76.3251,0.1,0.86,0.875,-0.585
2067,0.7833,0.5972,76.5957,0.1,0.865,0.905,-0.62
2068,0.5972,0.8861,100.4651,0.1,0.995,0.995,-0.535
2069,0.8861,0.8222,67.7116,0.1,0.9,0.9,-0.585
2070,0.8222,0.8528,72.973,0.1,0.725,0.79,-0.705
2071,0.8528,0.8056,70.3583,0.1,0.785,0.81,-0.63
2072,0.8056,0.7861,74.4828,0.1,1.035,1.05,-0.65
2073,0.7861,0.8111,76.3251,0.1,0.78,0.78,-0.715
2074,0.8111,0.7556,73.9726,0.1,0.93,0.93,-0.66
2075,0.7556,0.7639,79.4118,0.1,1.085,1.085,-0.605
2076,0.7639,0.8,78.5455,0.1,1.025,1.025,-0.58
2077,0.8,0.8389,75.0,0.1,0.955,0.955,-0.625
2078,0.8389,0.7944,71.5232,0.1,1.12,1.14,-0.56
2079,0.7944,0.85,75.5245,0.1,1.155,1.155,-0.475
2080,0.85,0.8194,70.5882,0.1,0.96,0.96,-0.535
2081,0.8194,0.7139,73.2203,0.1,1.12,1.15,-0.505
2082,0.7139,0.7389,84.0467,0.1,1.14,1.16,-0.405
2083,0.7389,0.7444,81.203,0.1,0.94,0.94,-0.53
2084,0.7444,0.7083,80.597,0.1,0.96,0.96,-0.63
2085,0.7083,0.725,84.7059,0.1,0.965,0.965,-0.64
2086,0.725,0.7556,82.7586,0.1,0.83,0.83,-0.72
2087,0.7556,0.7083,79.4118,0.1,0.925,0.94,-0.705
2088,0.7083,0.7111,84.7059,0.1,1.04,1.045,-0.66
2089,0.7111,0.7028,84.375,0.1,1.01,1.01,-0.605
2090,0.7028,0.6833,85.3755,0.1,0.9,0.9,-0.62
2091,0.6833,0.6528,87.8049,0.1,0.89,0.965,-0.6
2092,0.6528,0.6917,91.9149,0.1,0.99,1.05,-0.58
2093,0.6917,0.7278,86.747,0.1,1.02,1.08,-0.575
2094,0.7278,0.7472,82.4427,0.1,0.9,0.955,-0.64
2095,0.7472,0.7111,80.2974,0.1,1.01,1.08,-0.535
2096,0.7111,0.7556,84.375,0.1,1.125,1.125,-0.485
2097,0.7556,0.7278,79.4118,0.1,1.025,1.045,-0.5
2098,0.7278,0.7333,82.4427,0.1,0.935,0.935,-0.61
2099,0.7333,0.7278,81.8182,0.1,1.025,1.025,-0.565
2100,0.7278,0.7361,82.4427,0.1,0.97,1.02,-0.575
2101,0.7361,0.7389,81.5094,0.1,0.85,0.85,-0.685
2102,0.7389,0.7778,81.203,0.1,0.94,0.94,-0.605
2103,0.7778,0.7861,77.1429,0.1,1.065,1.14,-0.545
2104,0.7861,0.7944,76.3251,0.1,0.905,0.905,-0.575
2105,0.7944,0.7667,75.5245,0.1,0.92,0.92,-0.625
2106,0.7667,0.7417,78.2609,0.1,1.09,1.09,-0.55
2107,0.7417,0.7417,80.8989,0.1,1.025,1.07,-0.58
2108,0.7417,0.8,80.8989,0.1,0.96,0.96,-0.605
2109,0.8,0.7972,75.0,0.1,0.93,0.93,-0.67
2110,0.7972,0.7778,75.2613,0.1,1.18,1.19,-0.535
2111,0.7778,0.8444,77.1429,0.1,1.285,1.33,-0.525
2112,0.8444,0.8639,71.0526,0.1,0.99,1.02,-0.58
2113,0.8639,0.7722,69.4534,0.1,1.025,1.055,-0.62
2114,0.7722,0.7528,77.6978,0.1,1.155,1.155,-0.57
2115,0.7528,0.7917,79.7048,0.1,1.13,1.13,-0.57
2116,0.7917,0.8167,75.7895,0.1,0.975,0.975,-0.615
2117,0.8167,0.8139,73.4694,0.1,1.09,1.17,-0.555
2118,0.8139,0.8278,73.7201,0.1,1.11,1.135,-0.52
2119,0.8278,0.825,72.4832,0.1,1.01,1.08,-0.61
2120,0.825,0.8083,72.7273,0.1,0.955,0.955,-0.61
2121,0.8083,0.7694,74.2268,0.1,1.05,1.11,-0.56
2122,0.7694,0.7389,77.9783,0.1,0.865,0.895,-0.59
2123,0.7389,0.7417,81.203,0.1,0.91,0.91,-0.63
2124,0.7417,0.7694,80.8989,0.1,1.005,1.005,-0.54
2125,0.7694,0.7861,77.9783,0.1,1.17,1.215,-0.43
2126,0.7861,0.8028,76.3251,0.1,0.895,0.95,-0.545
2127,0.8028,0.8056,74.7405,0.1,0.85,0.87,-0.66
2128,0.8056,0.7556,74.4828,0.1,0.81,0.87,-0.685
2129,0.7556,0.7639,79.4118,0.1,0.72,0.765,-0.72
2130,0.7639,0.7833,78.5455,0.1,0.815,0.815,-0.765
2131,0.7833,0.775,76.5957,0.1,0.81,0.85,-0.765
2132,0.775,0.7917,77.4194,0.1,0.985,0.99,-0.6
2133,0.7917,0.8083,75.7895,0.1,0.915,0.99,-0.6
2134,0.8083,0.8222,74.2268,0.1,0.92,0.965,-0.65
2135,0.8222,0.8083,72.973,0.1,1.01,1.035,-0.635
2136,0.8083,0.7694,74.2268,0.1,0.935,0.955,-0.62
2137,0.7694,0.7667,77.9783,0.1,1.005,1.04,-0.58
2138,0.7667,0.7778,78.2609,0.1,1.19,1.255,-0.545
2139,0.7778,0.8028,77.1429,0.1,1.125,1.15,-0.52
2140,0.8028,0.8083,74.7405,0.1,1.105,1.105,-0.535
2141,0.8083,0.8167,74.2268,0.1,1.16,1.215,-0.515
2142,0.8167,0.8056,73.4694,0.1,1.205,1.245,-0.5
2143,0.8056,0.7667,74.4828,0.1,1.11,1.215,-0.51
2144,0.7667,0.7778,78.2609,0.1,1.065,1.09,-0.53
2145,0.7778,0.7694,77.1429,0.1,1.22,1.22,-0.5
2146,0.7694,0.7583,77.9783,0.1,1.275,1.295,-0.51
2147,0.7583,0.7806,79.1209,0.1,1.09,1.095,-0.53
2148,0.7806,0.85,76.8683,0.1,1.03,1.08,-0.585
2149,0.85,0.8111,70.5882,0.1,1.18,1.22,-0.545
2150,0.8111,0.7833,73.9726,0.1,1.16,1.16,-0.555
2151,0.7833,0.7667,76.5957,0.1,1.05,1.05,-0.545
2152,0.7667,0.7694,78.2609,0.1,1.055,1.135,-0.52
2153,0.7694,0.7861,77.9783,0.1,1.265,1.265,-0.48
2154,0.7861,0.7778,76.3251,0.1,1.28,1.29,-0.485
2155,0.7778,0.8028,77.1429,0.1,1.025,1.07,-0.545
2156,0.8028,0.8167,74.7405,0.1,1.12,1.13,-0.56
2157,0.8167,0.8306,73.4694,0.1,1.095,1.14,-0.61
2158,0.8306,0.7778,72.2408,0.1,1.045,1.045,-0.605
2159,0.7778,0.7667,77.1429,0.1,0.925,0.97,-0.61
2160,0.7667,0.7694,78.2609,0.1,1.035,1.095,-0.59
2161,0.7694,0.7806,77.9783,0.1,1.1,1.19,-0.515
2162,0.7806,0.8083,76.8683,0.1,1.065,1.095,-0.505
2163,0.8083,0.8278,74.2268,0.1,1.05,1.07,-0.59
2164,0.8278,0.8278,72.4832,0.1,0.985,1.045,-0.585
2165,0.8278,0.8111,72.4832,0.1,1.14,1.2,-0.55
2166,0.8111,0.7917,73.9726,0.1,1.135,1.135,-0.5
2167,0.7917,0.7667,75.7895,0.1,1.115,1.115,-0.515
2168,0.7667,0.7694,78.2609,0.1,1.21,1.225,-0.395
2169,0.7694,0.7833,77.9783,0.1,1.25,1.25,-0.365
2170,0.7833,0.7861,76.5957,0.1,1.165,1.165,-0.43
2171,0.7861,0.8417,76.3251,0.1,1.06,1.06,-0.515
2172,0.8417,0.8167,71.2871,0.1,1.17,1.17,-0.535
2173,0.8167,0.7833,73.4694,0.1,1.15,1.205,-0.545
2174,0.7833,0.7389,76.5957,0.1,1.055,1.105,-0.575
2175,0.7389,0.7722,81.203,0.1,1.055,1.055,-0.595
2176,0.7722,0.7528,77.6978,0.1,1.15,1.185,-0.55
2177,0.7528,0.775,79.7048,0.1,1.115,1.18,-0.52
2178,0.775,0.7611,77.4194,0.1,1.005,1.06,-0.495
2179,0.7611,0.8083,78.8321,0.1,1.215,1.215,-0.555
2180,0.8083,0.7861,74.2268,0.1,1.205,1.205,-0.515
2181,0.7861,0.7861,76.3251,0.1,1.205,1.205,-0.505
2182,0.7861,0.725,76.3251,0.1,1.15,1.215,-0.475
2183,0.725,0.75,82.7586,0.1,0.91,0.99,-0.55
2184,0.75,0.7611,80.0,0.1,1.08,1.08,-0.555
2185,0.7611,0.7917,78.8321,0.1,1.085,1.165,-0.6
2186,0.7917,0.8028,75.7895,0.1,1.035,1.045,-0.565
2187,0.8028,0.8,74.7405,0.1,0.9,0.945,-0.655
2188,0.8,0.7917,75.0,0.1,1.025,1.13,-0.62
2189,0.7917,0.7806,75.7895,0.1,1.125,1.125,-0.555
2190,0.7806,0.7611,76.8683,0.1,1.075,1.075,-0.56
2191,0.7611,0.7556,78.8321,0.1,0.96,0.96,-0.58
2192,0.7556,0.7667,79.4118,0.1,1.11,1.11,-0.59
2193,0.7667,0.8,78.2609,0.1,1.145,1.145,-0.525
2194,0.8,0.825,75.0,0.1,1.065,1.065,-0.545
2195,0.825,0.8139,72.7273,0.1,1.04,1.105,-0.505
2196,0.8139,0.5278,73.7201,0.1,1.13,1.13,-0.51
2197,0.5278,0.8972,113.6842,0.1,1.07,1.135,-0.445
2198,0.8972,0.7417,66.8731,0.1,1.045,1.2,-0.53
2199,0.7417,0.7389,80.8989,0.1,1.045,1.045,-0.595
2200,0.7389,0.7278,81.203,0.1,1.005,1.075,-0.56
2201,0.7278,0.7556,82.4427,0.1,0.875,0.88,-0.61
2202,0.7556,0.7639,79.4118,0.1,0.9,0.98,-0.675
2203,0.7639,0.7611,78.5455,0.1,0.97,1.12,-0.595
2204,0.7611,0.7417,78.8321,0.1,1.01,1.01,-0.51
2205,0.7417,0.7194,80.8989,0.1,0.965,0.97,-0.565
2206,0.7194,0.7278,83.3977,0.1,0.995,0.995,-0.6
2207,0.7278,0.7167,82.4427,0.1,1.13,1.185,-0.515
2208,0.7167,0.7167,83.7209,0.1,0.855,0.95,-0.625
2209,0.7167,0.7611,83.7209,0.1,0.82,0.845,-0.72
2210,0.7611,0.75,78.8321,0.1,0.995,0.995,-0.68
2211,0.75,0.7528,80.0,0.1,1.165,1.215,-0.525
2212,0.7528,0.7472,79.7048,0.1,1.26,1.26,-0.495
2213,0.7472,0.75,80.2974,0.1,1.09,1.155,-0.545
2214,0.75,0.7222,80.0,0.1,1.08,1.08,-0.53
2215,0.7222,0.7083,83.0769,0.1,1.135,1.135,-0.49
2216,0.7083,0.7278,84.7059,0.1,0.965,1.0,-0.52
2217,0.7278,0.7806,82.4427,0.1,1.12,1.12,-0.545
2218,0.7806,0.7806,76.8683,0.1,0.955,1.01,-0.625
2219,0.7806,0.7972,76.8683,0.1,1.105,1.11,-0.57
2220,0.7972,0.8056,75.2613,0.1,0.97,0.99,-0.57
2221,0.8056,0.7833,74.4828,0.1,0.85,0.925,-0.645
2222,0.7833,0.7556,76.5957,0.1,1.02,1.02,-0.57
2223,0.7556,0.7833,79.4118,0.1,0.975,1.08,-0.59
2224,0.7833,0.8083,76.5957,0.1,0.965,0.965,-0.595
2225,0.8083,0.8167,74.2268,0.1,0.91,0.94,-0.585
2226,0.8167,0.8167,73.4694,0.1,1.27,1.285,-0.505
2227,0.8167,0.8472,73.4694,0.1,1.015,1.055,-0.55
2228,0.8472,0.8139,70.8197,0.1,0.95,0.95,-0.54
2229,0.8139,0.7917,73.7201,0.1,0.965,1.0,-0.56
2230,0.7917,0.7722,75.7895,0.1,1.17,1.215,-0.52
2231,0.7722,0.7944,77.6978,0.1,1.03,1.055,-0.505
2232,0.7944,0.8167,75.5245,0.1,0.875,0.88,-0.61
2233,0.8167,0.85,73.4694,0.1,0.975,0.995,-0.58
2234,0.85,0.8278,70.5882,0.1,1.005,1.045,-0.545
2235,0.8278,0.8194,72.4832,0.1,0.965,0.99,-0.59
2236,0.8194,0.8056,73.2203,0.1,0.865,0.91,-0.64
2237,0.8056,0.7944,74.4828,0.1,0.965,0.995,-0.62
2238,0.7944,0.7917,75.5245,0.1,1.045,1.055,-0.58
2239,0.7917,0.7722,75.7895,0.1,1.03,1.055,-0.585
2240,0.7722,0.8361,77.6978,0.1,0.88,0.88,-0.61
2241,0.8361,0.8278,71.7608,0.1,0.875,1.02,-0.66
2242,0.8278,0.8,72.4832,0.1,1.025,1.025,-0.545
2243,0.8,0.7556,75.0,0.1,0.975,1.02,-0.52
2244,0.7556,0.7694,79.4118,0.1,1.0,1.0,-0.52
2245,0.7694,0.7583,77.9783,0.1,1.215,1.215,-0.46
2246,0.7583,0.7694,79.1209,0.1,1.21,1.26,-0.45
2247,0.7694,0.7639,77.9783,0.1,0.96,0.965,-0.575
2248,0.7639,0.7833,78.5455,0.1,1.05,1.06,-0.555
2249,0.7833,0.7889,76.5957,0.1,1.025,1.08,-0.535
2250,0.7889,0.7806,76.0563,0.1,1.07,1.125,-0.485
2251,0.7806,0.725,76.8683,0.1,0.835,0.87,-0.545
2252,0.725,0.7222,82.7586,0.1,0.95,1.055,-0.535
2253,0.7222,0.7111,83.0769,0.1,1.0,1.045,-0.57
2254,0.7111,0.7139,84.375,0.1,0.98,0.98,-0.495
2255,0.7139,0.725,84.0467,0.1,0.825,0.875,-0.58
2256,0.725,0.7833,82.7586,0.1,0.935,0.935,-0.63
2257,0.7833,0.7472,76.5957,0.1,0.96,0.98,-0.57
2258,0.7472,0.725,80.2974,0.1,0.915,0.915,-0.545
2259,0.725,0.7361,82.7586,0.1,0.885,0.945,-0.595
2260,0.7361,0.7167,81.5094,0.1,1.1,1.15,-0.555
2261,0.7167,0.7,83.7209,0.1,1.155,1.27,-0.585
2262,0.7,0.6833,85.7143,0.1,0.945,0.945,-0.575
2263,0.6833,0.7167,87.8049,0.1,0.925,0.925,-0.535
2264,0.7167,0.7278,83.7209,0.1,0.96,0.96,-0.54
2265,0.7278,0.7472,82.4427,0.1,0.925,0.985,-0.58
2266,0.7472,0.7611,80.2974,0.1,0.815,0.88,-0.66
2267,0.7611,0.7111,78.8321,0.1,0.945,0.995,-0.635
2268,0.7111,0.6806,84.375,0.1,1.0,1.0,-0.56
2269,0.6806,0.7056,88.1633,0.1,0.96,0.96,-0.545
2270,0.7056,0.7,85.0394,0.1,0.91,0.91,-0.555
2271,0.7,0.6944,85.7143,0.1,0.89,0.93,-0.595
2272,0.6944,0.7139,86.4,0.1,0.9,0.9,-0.615
